brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
asus,Asus VivoBook 14 2022 X1402ZA-EK521WS ,56990,63.0,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Flex 5 82R700ASIN ,59999,62.0,Intel,i3,12.0,6,8.0,8,lpddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
avita,Avita Pura E NS14A6 ,29990,,Intel,i3,10.0,2,8.0,8,ram,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo V15 G2-ITL Business ,48999,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3400 ,36990,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Gaming Katana GF66 12UE-1002IN ,125121,78.0,Intel,i7,12.0,14,16.0,16,ram,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Katana GF66 12UC-636IN Gaming ,82500,67.0,Intel,i5,12.0,12,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
msi,MSI Katana GF66 12UE-1001IN Gaming ,94355,71.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
lenovo,Lenovo V14-IGL ‎82C2S02K00 ,21999,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 255 G8 6V2R7PA ,24650,,AMD,athlon,3.0,2,4.0,4,ddr4,Hard Disk,1024.0,15.6, 1366 x 768 ,DOS,1.0
asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming ,151990,81.0,AMD,ryzen,6.0,8,32.0,32,lpddr5,SSD,1024.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Victus 15-fb0052AX Gaming ,78650,74.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Flex 5 14IAU7 82R7006EIN ,60990,61.0,Intel,i3,12.0,6,8.0,8,lpddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 82JU00SYIN ,129994,79.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 5 82LN00JSIN ,62829,68.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Raider GE77HX 12UHS-205IN Gaming ,349990,86.0,Intel,i9,12.0,,32.0,32,ddr5,SSD,2048.0,17.3, 3840 x 2160 ,Windows 11 ,2.0
lenovo,Lenovo Legion 5 Pro 16IAH7H 82RF00MGIN Gaming ,167990,81.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
asus,Asus VivoBook K15 OLED K513EA-L503WS ,67000,66.0,Intel,i5,11.0,4,16.0,16,ddr4,Hard Disk,1024.0,,,Windows 11 ,
lenovo,Lenovo IdeaPad Slim 5 82SF004XIN ,82990,67.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 G2 82KDA00UIH ,31500,,AMD,ryzen,5.0,4,4.0,4,ddr4,SSD,512.0,15.6, 1920 x 1080 ,DOS,1.0
asus,Asus EeeBook E410KA-BV101WS ,28990,,Intel,pentium,,4,8.0,8,ddr4,SSD,256.0,14.1, 1366 x 768 ,Windows 11 ,1.0
hp,HP Victus 15-fb0053AX Gaming ,83099,71.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming ,359990,86.0,Intel,i9,12.0,,32.0,32,ddr5,SSD,2048.0,17.3, 2560 x 1440 ,Windows 11 ,1.0
asus,Asus Vivobook 15 2022 X1502ZA-EZ511WS ,64980,66.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro 5 AN515-58 Gaming ,82990,72.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro AN515-57 UN.QEHSI.003 Gaming ,62990,67.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS ,120000,78.0,Intel,i7,12.0,14,16.0,16,lpddr5,SSD,1024.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W ,249990,,Intel,i9,12.0,14,32.0,32,ddr5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
hp,HP Envy x360 13-bf0059TU ,104990,68.0,Intel,i7,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN ,73590,72.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS ,179990,85.0,Intel,i9,12.0,14,32.0,32,lpddr5,SSD,1024.0,14.5, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming ,120990,81.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 15-fa0353TX ,90990,63.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K201YCIN ,66489,71.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN ,89990,74.0,Intel,i5,12.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82RK00EDIN ,62390,,Intel,i5,12.0,10,8.0,8,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Alienware X17 R2 D569943WIN9 Gaming ,300490,,Intel,i7,12.0,14,32.0,32,lpddr5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
panasonic,Panasonic Toughbook 40 ,374990,72.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,,,Windows 11 ,
hp,HP Victus 15-fb0050AX Gaming ,54750,72.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-eq1561AU ,29997,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
asus,Asus Vivobook 15 2022 X1502ZA-EJ302WS ,40990,,Intel,i3,12.0,10,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming ,58990,68.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS ,72990,63.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
dell,Dell Vostro 5625 laptop,72500,61.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
fujitsu,Fujitsu CH FPC02548LK ,59990,62.0,Intel,i5,11.0,4,16.0,16,lpddr4x,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Gaming 3 82K201UKIN ,71990,67.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K1019AIN ,64990,72.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
hp,HP Victus 15-fa0073TX ,89990,61.0,Intel,i7,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3525 ,57990,67.0,AMD,ryzen,5.0,8,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3425 ,52290,67.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 5 NX.K6SSI.002 ,40990,,Intel,i3,12.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN ,109990,76.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming ,396990,,AMD,ryzen,6.0,8,32.0,32,ddr5,SSD,2048.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
asus,Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming ,171990,82.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
hp,HP Pavilion x360 14-ek0092TU ,83999,61.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 7620 ,87500,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Pavilion x360 14-ek0078TU ,72990,60.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN501WS ,89299,65.0,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS ,134990,75.0,Intel,i7,12.0,14,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus Vivobook Flip 14 TP3402ZA-LZ511WS ,79990,71.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K101EEIN ,64990,63.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook Ultra X415JA-EB531WS ,49490,61.0,Intel,i5,10.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14s-fy1005AU ,61499,62.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14s- fy1003AU ,50499,61.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 5620 ,69160,,Intel,i5,12.0,12,8.0,8,ddr4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Victus 16-E0301Ax Gaming ,66490,72.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Alienware x14 Gaming ,169990,76.0,Intel,i7,12.0,14,16.0,16,lpddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lg,LG Gram 14 14Z90Q-G.AH75A2 ,93490,71.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 1200 x 1920 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 FA506ICB-HN075W ,77990,68.0,AMD,ryzen,4.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
lg,LG Gram 17Z90Q-G.AH78A2 ,119990,74.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,1024.0,17.0, 1600 x 2560 ,Windows 11 ,1.0
dell,Dell G15-5525 Gaming ,74990,65.0,AMD,ryzen,6.0,6,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows ,1.0
hp,HP Spectre x360 13-ef0053TU ,128249,74.0,Intel,i7,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.5, 3000 x 2000 ,Windows 11 ,1.0
hp,HP Victus 16-e1060AX Gaming ,99990,78.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Nitro 5 AN515-57 UN.QEHSI.004 ,62999,74.0,Intel,i5,11.0,6,8.0,8,ddr4,Hard Disk,1024.0,,,Windows 11 ,
acer,Acer TravelMate TMP214-53 ,45990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer TravelMate TMP214-53 ,51990,63.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K101B7IN ,68990,72.0,Intel,i5,11.0,4,16.0,16,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
acer,Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming ,99990,79.0,AMD,ryzen,5.0,6,16.0,16,ddr4,Hard Disk,1024.0,15.6, 2560 x 1440 ,Windows 11 ,
asus,Asus Vivobook S15 OLED S3502ZA-L702WS ,85500,63.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 7620 ,88490,61.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
lenovo,Lenovo ThinkBook 15 21A4A09SIH ,39500,,AMD,ryzen,5.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming ,91500,68.0,Intel,i7,12.0,10,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming ,149400,74.0,Intel,i7,12.0,10,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
acer,Acer Aspire 5 A515-56 UN.A1ESI.022,46990,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
infinix,Infinix INBook X1 Slim XL21 ,37990,,Intel,i5,10.0,4,8.0,8,lpddr4x,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F15 FX507ZM-HF068WS ,118990,76.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell XPS 15 9520 ,245000,,Intel,i7,12.0,14,32.0,32,ddr5,SSD,1024.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
dell,Dell Vostro 3515 ,38890,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming A17 FA777RC-HX027WS ,88990,67.0,AMD,ryzen,6.0,8,16.0,16,ddr4,SSD,512.0,17.3, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus Vivobook 15 Touch X515EA-EZ501WS ,51990,62.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkBook 15 21A4A09RIH ,53990,66.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Sword 15 A12UC-467IN Gaming ,90256,67.0,Intel,i5,12.0,12,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
msi,MSI Thin GF63 11UC-851IN Gaming ,64250,71.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
apple,Apple MacBook Pro 2022 ,116990,,Apple,m2,,8,8.0,8,ram,SSD,256.0,13.3, 2560 x 1600 ,Mac ,1.0
acer,Acer Predator Helios 300 NH.QC2SI.00B ,119409,78.0,Intel,i9,11.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
hp,HP Envy x360 13-ay1059AU ,77990,65.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15s-FQ5009TU ,60700,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 15 ,69990,,Intel,i5,12.0,10,16.0,16,lpddr4x,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus X515EA-BQ522WS ,53500,61.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Strix G15 G513RM-HQ271WS Gaming ,124990,82.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming ,63990,67.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
asus,Asus Vivobook S15 OLED K3502ZA-L701WS ,84700,71.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS ,159990,78.0,Intel,i9,12.0,14,32.0,32,lpddr5,SSD,1024.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
asus,Asus TUF Gaming A15 FA506IC-HN075W ,86890,,AMD,ryzen,4.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
fujitsu,Fujitsu CH 4ZR1H03553 ,54990,63.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5511 Gaming ,67990,67.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-EC1019AU ,63990,60.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 14 X415JA-EB501WS ,41990,,Intel,i5,10.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 14-EC1008AU ,77200,,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-du3519TX ,59490,62.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus BR1100FKA-BP1104W ,29250,,Intel,celeron,,2,4.0,4,ddr4,SSD,128.0,11.6, 1366 x 768 ,Windows 11 ,1.0
acer,Acer Nitro AN515-57 NH.QEHSI.001 Gaming ,57513,65.0,Intel,i5,11.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 15 X515JA-BQ511WS ,41999,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
hp,HP Elitebook 830 G6 ,165999,74.0,Intel,i7,8.0,4,16.0,16,ddr4,SSD,1024.0,13.3, 1920 x 1080 ,Windows 10 ,
dell,Dell Latitude 3420 ,80100,63.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,,,Windows 10 ,
lenovo,Lenovo IdeaPad Flex 5 14ITL05 82HS00W6IN ,58490,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F15 FX577ZE-HN056W ,98400,74.0,Intel,i7,12.0,8,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3510 ,43990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Pavilion 15-eh2024AU ,62510,,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Gaming 3 82K200X3IN ,73990,68.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5515 Gaming ,71990,66.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 14 M415DA-EB512WS ,47990,62.0,AMD,ryzen,,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 15ITL05 81X800J3IN ,39990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus M515DA-BQ512WS ,46520,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus M515DA-BR322WS ,32890,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F15 FX506LH-HN258WS Gaming ,58000,66.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 240 G8 ,60618,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1366 x 768 ,Windows 10 ,1.0
asus,Asus E410KA-BV001W ,23699,,Intel,celeron,,2,4.0,4,ram,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 3 15ITL6 82H802FJIN ,41279,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus TUF Gaming F15 FX506LH-HN310W ,63990,,Intel,i5,10.0,4,8.0,8,ram,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 14s-dq2606tu ,45600,60.0,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo IdeaPad 3 81WB018YIN ,31990,,Intel,i3,10.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus X415EA-EB502WS ,45990,,Intel,i5,,4,8.0,8,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 250 G8 5T9P8PA ,41999,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 360 13 ,94990,67.0,Intel,i5,12.0,10,16.0,16,ram,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 Pro 13 ,93990,69.0,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 360 13 ,103990,68.0,Intel,i7,12.0,8,16.0,16,ram,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
samsung,Samsung Galaxy Book2 Pro 15 ,119990,69.0,Intel,i7,12.0,8,16.0,16,lpddr5,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
asus,Asus ROG Strix G15 2022 G513RC-HN084WS Gaming ,107990,75.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook K15 OLED KM513UA-L511WS ,58990,61.0,AMD,ryzen,5.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 3510 ,42490,61.0,Intel,i3,10.0,2,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
asus,Asus EeeBook E210MA-GJ012W ,18990,,Intel,celeron,,2,4.0,4,ddr4,Hard Disk,,,,Windows 11 ,
lenovo,Lenovo IdeaPad Flex 5 82HS018XIN ,85500,66.0,Intel,i7,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus ZenBook Duo 14 2021 UX482EGR-KA711WS ,89990,63.0,Intel,i7,11.0,4,16.0,16,lpddr4x,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad 5 15ITL05 82FG01B5IN ,58990,68.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fq4022TU ,51890,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook Ultra K14 K413EA-EB311WS ,39490,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 15s-fr2508TU ,42250,,Intel,i3,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
hp,HP 14s- dq3032tu ,25400,,Intel,celeron,,2,8.0,8,ddr4,SSD,256.0,14.0, 1366 x 768 ,Windows 11 ,1.0
dell,Dell Inspiron 3511 ,57299,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Stealth GS66 12UGS-042IN Gaming ,275990,79.0,Intel,i7,12.0,14,32.0,32,ddr5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
msi,MSI Delta 15 A5EFK-083IN Gaming ,129990,75.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
