,model,price,score,processor,no of cores,storage,ram,display,os,warranty
85,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹54,990",72,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
86,HP 14s-dr3001TU Laptop (Pentium Silver N6000/ 8GB/256GB SSD/ Win11 Home),"₹26,990",,Intel Pentium Silver N6000,"Quad Core, 4 Threads",256 GB SSD,8 GB DDR4  RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
87,Asus VivoBook 14 X415JA-EK522WS Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),"₹41,990",60,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
88,Lenovo E41-55 82FJ00AGIH Laptop (Athlon Gold 3150U/ 4GB/ 256GB SSD/ DOS),"₹18,990",,AMD Athlon  3150U,"Dual Core, 4 Threads",256 GB SSD,4 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
89,Acer Aspire 3 A315-59 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
90,Lenovo IdeaPad Gaming 3 82K201Y9IN Laptop (AMD Ryzen 5-5600H/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹50,850",73,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",1 TB Hard Disk,8 GB DDR4 RAM,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
91,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹50,990",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
92,Lenovo IdeaPad Slim 3 82KU017EIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹48,990",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
93,Infinix INBook X1 Neo XL22 Laptop ( Celeron N5100/ 8GB/ 256GB SSD/ Win 11 Home),"₹24,999",,Intel Celeron  N5100,Quad Core,256 GB SSD,8 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
94,HP 15s-fq2671TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,490",,Intel Core i3 1115G4 ,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
95,Xiaomi Redmi Book Pro 15 2022 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹61,990",73,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB LPDDR5 RAM,"15.6 inches, 3200 x 2000 pixels",Windows 10  OS,1 Year Warranty
96,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,829",75,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
97,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),"₹1,39,990",,Apple M2 Apple M2 Chip,Octa Core,512 GB SSD,8 GB  RAM,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
98,Lenovo Ideapad Slim 3 81WB01EBIN Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,490",60,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
99,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹74,990",63,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
100,Lenovo V15-IGL 82C3A008IH Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),"₹19,990",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",256 GB SSD,4 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
101,Realme Book Slim Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹59,990",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4x  RAM,"14 inches, 1440 x 2160 pixels",Windows 10 OS,1 Year Warranty
102,Samsung Galaxy Book 2 NP550XED-KA3IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹72,990",63,11th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
103,Lenovo IdeaPad Gaming 3 82K1017WIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,900",71,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
104,HP Victus 15-fa0092TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹81,990",69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
105,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",74,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
106,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",74,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
107,Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),"₹29,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
108,Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),"₹49,350",68,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
109,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),"₹99,500",76,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
110,HP 15s-ey1508AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹28,450",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
111,Asus VivoBook 15 X1500EA-EJ322WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,385",,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
112,Asus TUF Gaming F15 (2022) FX507ZE-HN038W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹94,990",79,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
113,Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,999",67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
114,Dell Inspiron 7420 D560780WIN9S Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹52,106",65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",256 GB SSD,8 GB DDR4 RAM,Windows 11 OS,1 Year Warranty,Backlit Keyboard
115,HP 255 G8 62Y23PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹31,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
116,Asus Vivobook Pro 14 OLED M3400QA-KM512WS Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11),"₹59,990",72,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
117,Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,500",63,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
118,Honor MagicBook X14 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
119,Dell Vostro 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹42,290",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
120,Asus Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop (Pentium Silver N6000/ 4GB/ 128GB eMMC/ Win11 Home),"₹29,990",,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",128 GB Hard Disk,4 GB LPDDR4X  RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
121,Asus VivoBook K15 OLED KM513UA-L503WS Laptop (Ryzen 5 5500U/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹53,990",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",1 TB Hard Disk,8 GB DDR4 RAM,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
122,HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),"₹38,490",,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
123,Apple MacBook Pro 14 inch MKGP3HN Laptop (M1 Pro 8-core CPU/ 16GB/ 512GB SSD/ Mac OS Monterey/ 14-core GPU),"₹1,71,594",,Apple M1 Pro M1 Pro,Octa Core (6P + 2E),512 GB SSD,16 GB Unified Memory RAM,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
124,Asus Chromebooks C523NA-BR0300 Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),"₹16,990",,Intel Celeron  N3350,"Dual Core, 2 Threads",Intel Integrated HD 500,4 GB LPDDR4X RAM,Chrome OS,1 Year Warranty,Backlit Keyboard
125,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,650",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
126,Xiaomi Mi Notebook Pro 14 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),"₹57,990",62,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4  RAM,"14 inches, 2560 x 1600 pixels",Windows 10  OS,1 Year Warranty
127,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",76,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
128,HP Pavilion 15-eg2091TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹74,070",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
129,Asus VivoBook 15 X1500EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,450",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
130,HP ProBook 440 G8 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹51,990",,Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
131,HP Omen 16-n0079AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,04,990",81,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
132,Asus Chromebook Flip C214MA-BU0704 Laptop (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),"₹15,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",32 GB Hard Disk,4 GB LPDDR4X RAM,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty
133,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹80,990",75,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
134,HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹62,950",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
135,Lenovo IdeaPad Flex 5 82R9008GIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹61,618",74,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
136,Asus Vivobook Pro 15 OLED M6500IH-L1701WS Laptop (Ryzen 7-4800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,990",68,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
137,Asus Vivobook 15 2022 X1502ZA-EZ311WS Touch Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹45,690",,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
138,HP 14s-dy2507TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹35,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
139,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹63,900",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
140,Asus ROG Strix G17 2022 G713IE-HX040W Gaming Laptop (AMD Ryzen 7 4800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹87,990",75,4th Gen AMD Ryzen 7 4800H ,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR4 RAM,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
141,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
142,Asus TUF Dash F15 2022 FX517ZC-HN035WS Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹75,990",72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",512 GB SSD,8 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
143,Infinix INBook X1 Slim Series XL21 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹32,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",512 GB SSD,8 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
144,Asus Vivobook Pro 14 OLED M3400QA-KM702WS Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),"₹64,990",71,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
145,HP Pavilion 14-dv2053TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),"₹62,250",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
146,Dell G15-5520 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹1,06,210",75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
147,Acer Aspire 3 A315-58 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹45,599",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
148,Dell Inspiron 3525 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),"₹31,850",,3rd Gen AMD Athlon Silver 3050U ,"Dual Core, 2 Threads",256 GB SSD,8 GB DDR4  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
149,Samsung Galaxy Book2 Pro 360 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,29,990",74,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"15.6 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
150,HP Pavilion 15-EC2146AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹73,829",72,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
151,Infinix INBook X1 XL11 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹37,490",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
152,Dell Inspiron 3511 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),"₹59,306",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
153,HP 245 G8 ‎6E3Z1PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ FreeDOS),"₹26,490",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
154,Apple MacBook Pro 16 Laptop (9th Gen Core i9/ 32GB/ 2TB SSD/ MacOS/ 4GB Graph),"₹2,01,498",82,9th Gen Intel Core i9,Octa Core,2 TB SSD,32 GB DDR4 RAM,"16 inches, 3072 x 1920 pixels",Mac Catalina OS,1 Year Warranty
155,Apple MacBook Pro 16 Laptop (9th Gen Core i7/ 16GB/ 1TB SSD/ MacOS/ 4GB Graph),"₹1,72,775",73,9th Gen Intel Core i7,Hexa Core,1 TB SSD,16 GB DDR4 RAM,"16 inches, 3072 x 1920 pixels",Mac Catalina OS,1 Year Warranty
156,Asus Vivobook Pro 16 OLED K6602HC-N1902WS Gaming Laptop (11th Gen Core i9/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹99,990",75,11th Gen Intel Core i9 11900H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"16 inches, 1200 x 1920 pixels",Windows 11 OS,1 Year Warranty
157,Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
158,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),"₹30,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",256 GB SSD,8 GB LPDDR4X RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
159,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹47,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4X RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
160,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹52,990",,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",512 GB SSD,16 GB LPDDR4X RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
161,Honor MagicBook 14 M-WFQ9AHNE Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),"₹44,990",,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
162,Dell Inspiron 3520 D560879WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹67,990",62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
163,Lenovo IdeaPad Gaming 3 82K201V2IN Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",74,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
164,Asus Vivobook Pro 15 OLED M3500QC-L1461WS Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,500",69,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
165,Asus VivoBook 14 2022 X1402ZA-EK391WS Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹44,990",60,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",256 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
166,MSI Thin GF63 12HW-004IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹73,490",60,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
167,Lenovo IdeaPad Gaming 3 82SA00B2IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹99,918",79,12th Gen Intel Core i5 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR4 RAM,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
168,Chuwi HeroBook Air Laptop (Intel Celeron N4020/ 4GB/ 128GB SSD/ Win11),"₹15,990",,Intel ‎Celeron N4020,"Dual Core, 2 Threads",128 GB SSD,4 GB  RAM,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Months Warranty
