,brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
297,lenovo,Lenovo IdeaPad Slim 3 81X800LGIN ,37839,,Intel,i3,11.0,,8.0,8 ,DDR4,SSD,512.0,,,Windows 11 ,2.0
298,dell,Dell Inspiron 7420 ,76490,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
299,asus,Asus ROG Strix G15 G513IE-HN040WS Gaming ,90990,75.0,AMD,ryzen,4.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
300,infinix,Infinix INBook X1 Slim XL21 ,38990,,Intel,i5,10.0,4,16.0,16 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
301,lenovo,Lenovo Legion 5 15IMH6 82NL00APIN Gaming ,72016,69.0,Intel,i5,10.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
302,asus,Asus TUF Gaming F17 FX707ZM-HX030WS ,109990,76.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
303,hp,HP Pavilion 14-dv2015TU ,87028,65.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
304,hp,HP Pavilion 15s-fq5010TU ,63350,62.0,Intel,i5,12.0,12,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
305,dell,Dell Inspiron 5520 ,79990,73.0,Intel,i5,12.0,12,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
306,hp,HP Pavilion 15-EG2019TX ,78200,60.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
307,samsung,Samsung Galaxy Book2 15 ,79990,62.0,Intel,i7,11.0,10,16.0,16 ,LPDDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
308,asus,Asus VivoBook K15 OLED KM513UA-L711WS ,60500,66.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
309,hp,HP 15s-fq2627TU ,40580,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
310,lenovo,Lenovo E41-55 82FJ009JIH ,19230,,AMD,athlon,,2,4.0,4 ,RAM,Hard Disk,1024.0,,,D,
311,hp,HP 14s-dr4000TU ,59494,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
312,samsung,Samsung Galaxy Book2 Pro 360 13 ,113990,73.0,Intel,i7,12.0,8,16.0,16 ,LPDDR5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
313,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K201RRIN ,65890,73.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
314,asus,Asus Vivobook 13 Slate OLED T3300KA-LQ111WS ,41990,,Intel,pentium,,4,8.0,8 ,LPDDR4X,SSD,256.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
315,lenovo,Lenovo Ideapad 15ALC6 82KU017KIN ,44329,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
316,hp,HP 14s-dy2506TU ,35990,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
317,asus,Asus VivoBook X515JA-EJ701WS ,58000,,Intel,i7,10.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
318,apple,Apple MacBook Pro 16 inch MK1A3HN ,296894,61.0,Apple,m1,,10,32.0,32 ,Unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
319,dell,Dell Inspiron 3511 ,41490,,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
320,hp,HP Pavilion 15-ec2008AX Gaming ,62357,71.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
321,hp,HP Pavilion 15-DK2100TX Gaming ,68690,75.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
322,xiaomi,Xiaomi RedmiBook e-Learning Edition,31990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
323,dell,Dell Inspiron 5515 ,50990,67.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
324,xiaomi,Xiaomi RedmiBook Pro 14 ,52990,65.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
325,dell,Dell Inspiron 5410 ,66500,,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
326,lenovo,Lenovo Yoga 9i 82BG005JIN ,172990,67.0,Intel,i7,11.0,4,16.0,16 ,LPDDR4x,SSD,1024.0,14.0, 3840 x 2160 ,Windows 10 ,1.0
327,dell,Dell Inspiron 3501 ,57690,,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
328,lenovo,Lenovo ThinkPad X1 Carbon 20KH002JUS ,197281,67.0,Intel,i7,8.0,4,16.0,16 ,LPDDR3,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,
329,hp,HP EliteBook 840 G6,146000,66.0,Intel,i7,8.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
330,lenovo,Lenovo V15 82KBA01TIH ,49490,65.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
331,hp,HP Envy x360 15-ew0043TU 2-in-1 ,99999,71.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
332,apple,Apple MacBook Pro 16 inch ,269900,,Apple,m2,2.0,12,16.0,16 ,Unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
333,apple,Apple MacBook Pro M2 2022 ,159990,,Apple,m2,,8,16.0,16 ,Unified,SSD,512.0,13.3, 2560 x 1600 ,Mac ,1.0
334,apple,Apple MacBook Pro 2022 ,139990,,Apple,m2,,8,16.0,16 ,Unified,SSD,256.0,13.3, 2560 x 1600 ,Mac ,1.0
335,apple,Apple MacBook Air 2022 ,131990,,Apple,m2,,8,16.0,16 ,Unified,SSD,256.0,13.6, 2560 x 1664 ,Mac ,1.0
336,hp,HP Omen 16-n0091AX Gaming ,115903,69.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
337,msi,MSI Modern 15 B12M-202IN ,55490,61.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
338,asus,Asus ExpertBook 1411CEA-BV0622 ,38990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,D,1.0
339,hp,HP Envy x360 13-bf0121TU  ,86990,72.0,Intel,i5,12.0,10,16.0,16 ,LPDDR4X,SSD,512.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
340,dell,Dell Vostro 3525 ,51499,60.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
341,dell,Dell Vostro 3420 ,43990,,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
342,msi,MSI Modern 15 B12M ,68490,62.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
343,acer,Acer Aspire 5 A515-57 2022 ,56990,66.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
344,hp,HP Pavilion x360 14-ek0137TU ,59990,66.0,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
345,lenovo,Lenovo E41-55 82FJ00BLIH ,20990,,AMD,athlon,3.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
346,ultimus,Ultimus S151 NU14U2INC43VN-CS ,19990,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,128.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
347,dell,Dell Alienware M15 R7 Gaming ,168990,84.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
348,hp,HP 15s-eq2213AU ,40960,,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows ,
349,dell,Dell Inspiron 3520 ,66111,61.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
350,asus,Asus Vivobook Pro 16X OLED N7601ZM-MQ931WS Gaming ,208990,,Intel,i9,12.0,14,32.0,32 ,DDR5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
351,lenovo,Lenovo IdeaPad Slim 3 82RK007JIN ,45500,,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
352,lenovo,Lenovo IdeaPad 3 82KU017KIN ,47464,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
353,hp,HP 255 G8 6X4B2PA ,21833,,AMD,athlon,3.0,2,4.0,4 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,D,1.0
354,lenovo,Lenovo ThinkPad E14 21E3S04X00 ,75000,66.0,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
355,lenovo,Lenovo IdeaPad Gaming 3 82S900HNIN ,80990,73.0,Intel,i5,12.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
356,jio,Jio JioBook NB2112QB Netbook,15799,,Qualcomm,qualcomm,,8,2.0,2 ,LPDDR4X,Hard Disk,32.0,11.6, 1366 x 768 ,Jio,1.0
357,lenovo,Lenovo Legion 5 Pro 16IAH7H 82RF00DYIN Gaming ,164990,84.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
358,hp,HP 250 G8 6X4B3PA ,36499,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
359,hp,HP Envy 16-h0026tx ,220208,78.0,Intel,i9,12.0,14,32.0,32 ,DDR4,SSD,1024.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
360,asus,Asus VivoBook 14 X415JA-BV322WS ,33990,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
361,hp,HP Envy x360 13-bf0063TU ,114990,71.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4x,SSD,1024.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
362,asus,Asus VivoBook 14 2022 X1402ZA-MW311WS ,47990,63.0,Intel,i3,12.0,10,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
363,msi,MSI Gaming Katana GF76 11SC-847IN ,78990,72.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
364,msi,MSI Gaming Katana GF76 11UC-848IN ,86910,69.0,Intel,i7,11.0,8,16.0,16 ,RAM,SSD,512.0,17.32, 1920 x 1080 ,Windows 11 ,1.0
365,msi,MSI Crosshair 15 B12UGZ-1012IN Gaming ,135990,81.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
366,msi,MSI Alpha 15 B5EEK-235IN ,82490,75.0,AMD,ryzen,5.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
367,asus,Asus ROG Strix Scar 17 SE G733CX-LL012WS Gaming ,399990,86.0,Intel,i9,12.0,,32.0,32 ,DDR5,SSD,4096.0,17.3, 2560 x 1440 ,Windows 11 ,1.0
368,asus,Asus VivoBook 14 X415JA-EK324WS ,33990,,Intel,i3,10.0,2,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
369,msi,MSI Delta 15 A5EFK-201IN Gaming ,94401,79.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
370,asus,Asus VivoBook Pro 15 OLED K6500ZC-L502WS ,86990,73.0,Intel,i5,12.0,8,16.0,16 ,LPDDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
371,lenovo,Lenovo Legion 5 15ACH6 82JU018YIN Gaming ,119990,75.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
372,lenovo,Lenovo V14-IGL ,22999,,Intel,celeron,,2,4.0,4 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
373,acer,Acer Nitro 5 AN515-45 Gaming ,59990,69.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
374,hp,HP 14s-dy2508TU ,41399,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
375,dell,Dell G15-5521 SE D560738WIN9B ,147490,85.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
376,acer,Acer Nitro AN515-57 Gaming ,77106,73.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
377,asus,Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZE-M711WS ,159990,81.0,Intel,i7,12.0,14,16.0,16 ,LPDDR5,SSD,1024.0,14.5, 2880 x 1800 ,Windows 11 ,1.0
378,dell,Dell Vostro 3425 D552305WIN9BE ,35290,,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
379,dell,Dell Vostro 3425 D552309WIN9BE ,41490,61.0,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
380,asus,Asus TUF Gaming A17 FA706IHR-HX031W Gaming ,70000,71.0,AMD,ryzen,4.0,6,8.0,8 ,DDR4,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
381,lenovo,Lenovo Ideapad Slim 3i 81WQ00NXIN ,28490,,Intel,celeron,,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
382,dell,Dell Inspiron 3525 ,38990,60.0,AMD,ryzen,3.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows 11 ,
383,msi,MSI Thin GF63 11UC-866IN Gaming ,65890,69.0,Intel,i7,11.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
384,lenovo,Lenovo Ideapad Gaming 3 82K201UMIN ,79990,67.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
385,asus,Asus Vivobook Pro 15 M3500QC-L901WS Gaming ,90480,,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
386,lenovo,Lenovo Yoga 7 Flip 82QE009SIN ,112990,71.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
387,hp,HP 15s-du3614TU ,41135,61.0,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
388,asus,Asus TUF Gaming A17 FA706IC-HX036W ,73850,68.0,AMD,ryzen,4.0,8,8.0,8 ,DDR4,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
389,hp,HP 15s-fq2674TU ,43990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
390,lenovo,Lenovo Ideapad Gaming 3 82K201UNIN ,89350,75.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
391,dell,Dell XPS 13 Plus 9320 ,178606,71.0,Intel,i7,12.0,12,16.0,16 ,RAM,SSD,1024.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
392,lg,LG Gram 17 17Z90Q-G.AJ55A2 ,87990,69.0,Intel,i5,12.0,12,8.0,8 ,LPDDR5,SSD,512.0,17.0, 1600 x 2560 ,Windows 11 ,1.0
393,lenovo,Lenovo IdeaPad Slim 3 82RK0085IN ,61880,,Intel,i5,12.0,10,16.0,16 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,
394,msi,MSI Katana GF66 11UE-861IN Gaming ,86990,74.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
395,dell,Dell Inspiron 7420 2-in-1 Touch ,61390,65.0,Intel,i3,12.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
396,dell,Dell Inspiron 7420 2-in-1 ,102990,63.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
397,asus,Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming ,181990,68.0,Intel,i9,12.0,14,16.0,16 ,LPDDR5,SSD,1024.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
398,infinix,Infinix INBook X1 Slim Series XL21 ,54990,,Intel,i7,10.0,4,16.0,16 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
399,infinix,Infinix INBook X1 Slim Series XL21 ,30990,,Intel,i3,10.0,2,8.0,8 ,LPDDR4X,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
400,hp,HP Omen 16-b1350TX ,125680,74.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
401,msi,MSI Thin GF63 11UC-850IN Gaming ,71990,72.0,Intel,i7,11.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
402,lenovo,Lenovo ThinkBook 15 20VEA0YPIH ,39390,,Intel,i3,11.0,2,8.0,8 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
403,samsung,Samsung Galaxy Book2 15 ,61990,,Intel,i5,12.0,10,8.0,8 ,LPDDR4x,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
404,lenovo,Lenovo IdeaPad 3 15IGL05 81WQ00MQIN ,29990,,Intel,celeron,,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
405,asus,Asus Vivobook S14 OLED S3402ZA-KM701WS ,84990,72.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
406,acer,Acer Extensa EX215-31 ,22480,,Intel,pentium,,4,4.0,4 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
408,hp,HP Envy 15-ep1085TX ,114490,78.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 3840 x 2160 ,Windows ,1.0
409,dell,Dell Latitude 3420 ,76800,65.0,Intel,i5,11.0,4,16.0,16 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,
410,hp,HP Victus 16-e0351AX Gaming ,87490,72.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
411,dell,Dell Inspiron 3521 ,31734,,Intel,pentium,,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
412,lenovo,Lenovo V15 82KBA020IH ,36999,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.0, 1920 x 1080 ,D,1.0
413,asus,Asus VivoBook K15 OLED KM513UA-L713WS ,63990,67.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
414,lenovo,Lenovo IdeaPad 1 11IGL05 81VT009UIN ,23690,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,256.0,11.6, 1366 x 768 ,Windows 11 ,1.0
415,hp,HP Pavilion 15-eh2018AU ,55200,60.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
416,hp,HP 15s-fq2626TU ,38900,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
417,honor,Honor MagicBook X14 ,34990,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
418,samsung,Samsung Galaxy Book2 Pro 13 ,109990,68.0,Intel,i7,12.0,8,16.0,16 ,LPDDR5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
419,dell,Dell Vostro 3510 ,54490,60.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
420,asus,Asus ROG Strix G15 G513RC-HN083W Gaming ,98980,61.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
421,asus,Asus ROG Strix G17 2022 G713RC-HX021W Gaming ,102990,72.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,512.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
422,asus,Asus Vivobook 15 X515MA-BR101W ,23999,,Intel,pentium,,4,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
423,samsung,Samsung Galaxy Book2 Pro 360 13 ,107990,72.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
424,hp,HP 14s-dq3033TU ,26909,,Intel,pentium,,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 11 ,1.0
425,dell,Dell Inspiron 3511 ,44499,,Intel,i3,11.0,,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
426,apple,Apple MacBook Air 2020 Z124J002KD ,126990,,Apple,m1,,8,16.0,16 ,DDR4,SSD,512.0,13.3, 2560 x 1600 ,Mac ,1.0
427,hp,HP 15s- fq4021TU ,55499,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
428,lenovo,Lenovo IdeaPad 5 Pro 16ACH6 82L500LXIN Gaming ,79990,62.0,Intel,ryzen,11.0,4,16.0,16 ,DDR4,SSD,512.0,16.0, 2240 x 1400 ,Windows 11 ,3.0
429,hp,HP Omen 16-b0360TX Gaming ,124999,71.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
430,dell,Dell Inspiron 3511 ,63300,65.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
431,hp,HP 15s-dy3501TU ,43250,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
432,asus,Asus VivoBook K15 OLED K513EA-L312WS ,45490,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
433,lenovo,Lenovo IdeaPad 3 82H801L7IN,37952,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
434,dell,Dell Latitude 5420 ,112000,61.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
435,lenovo,Lenovo IdeaPad Gaming 15ACH6 82K200X6IN Gaming ,58490,66.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
436,hp,HP Pavilion 15-dk2095TX Gaming ,61290,,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
437,apple,Apple MacBook Pro 16 inch MK193HN ,233894,,Apple,m1,,10,16.0,16 ,Unified,SSD,1024.0,16.2, 3456 x 2234 ,Mac ,1.0
438,lenovo,Lenovo IdeaPad 3 14IGL05 81WH001NIN ,25990,,Intel,celeron,4.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
439,dell,Dell Latitude 3520 ,74990,61.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows 10 ,
440,lenovo,Lenovo V15 ITL G2 82KB00EVIN ,31999,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,256.0,15.0, 1920 x 1080 ,Windows 10 ,1.0
441,lenovo,Lenovo IdeaPad 3 CB 14IGL05 82C1002EHA ,18649,,Intel,celeron,4.0,2,4.0,4 ,LPDDR4,SSD,64.0,14.0, 1920 x 1080 ,Chrome ,1.0
442,hp,HP Spectre x360 14-ea0541TU ,128500,,Intel,i7,11.0,4,16.0,16 ,LPDDR4X,SSD,1024.0,13.5, 1920 x 1280 ,Windows 10 ,1.0
443,lenovo,Lenovo IdeaPad Gaming 3 82K100MVIN ,58900,66.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
444,xiaomi,Xiaomi Mi Notebook Ultra ,60498,65.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 3200 x 2000 ,Windows 10 ,1.0
445,xiaomi,Xiaomi Mi Notebook Pro 14 ,56490,60.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 2560 x 1600 ,Windows 10 ,1.0
